PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3sPM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Plus/Minus,FP
Brooks Barnhizer,OKC,OKC vs. NOP,1/27/2026,W,5,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5,1.2
Shai Gilgeous-Alexander,OKC,OKC vs. NOP,1/27/2026,W,36,29,8,22,36.4,0,3,0,13,14,92.9,1,5,6,4,0,0,3,3,14,39.2
Isaiah Joe,OKC,OKC vs. NOP,1/27/2026,W,24,17,6,11,54.5,5,10,50,0,0,-,0,3,3,3,0,0,1,2,9,24.1
Herbert Jones,NOP,NOP @ OKC,1/27/2026,L,27,9,3,12,25,1,9,11.1,2,2,100,2,3,5,5,2,2,0,4,0,34.5
Aaron Wiggins,OKC,OKC vs. NOP,1/27/2026,W,34,13,4,11,36.4,2,6,33.3,3,4,75,2,3,5,1,3,0,5,0,6,24.5
Branden Carlson,OKC,OKC vs. NOP,1/27/2026,W,6,2,1,2,50,0,1,0,0,0,-,0,0,0,0,0,0,0,0,2,2
Chet Holmgren,OKC,OKC vs. NOP,1/27/2026,W,33,20,8,14,57.1,1,3,33.3,3,3,100,4,10,14,3,0,5,1,1,4,55.3
Karlo Matković,NOP,NOP @ OKC,1/27/2026,L,10,6,2,4,50,2,2,100,0,0,-,1,1,2,0,1,1,0,0,-14,14.4
Jeremiah Fears,NOP,NOP @ OKC,1/27/2026,L,18,7,3,9,33.3,1,3,33.3,0,0,-,1,1,2,1,3,1,0,3,-2,22.9
Micah Peavy,NOP,NOP @ OKC,1/27/2026,L,12,0,0,5,0,0,3,0,0,0,-,0,0,0,0,0,0,0,2,-12,0
Ousmane Dieng,OKC,OKC vs. NOP,1/27/2026,W,19,4,2,5,40,0,2,0,0,0,-,2,2,4,2,0,0,0,2,-11,11.8
Kenrich Williams,OKC,OKC vs. NOP,1/27/2026,W,21,3,1,2,50,1,1,100,0,0,-,0,2,2,4,0,0,2,2,6,9.4
Jose Alvarado,NOP,NOP @ OKC,1/27/2026,L,20,8,3,7,42.9,2,6,33.3,0,0,-,2,1,3,4,0,0,2,1,-10,15.6
Johni Broome,PHI,PHI vs. MIL,1/27/2026,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0
Bobby Portis,MIL,MIL @ PHI,1/27/2026,L,36,17,8,16,50,0,3,0,1,3,33.3,4,8,12,8,1,0,2,2,-4,44.4
Ryan Rollins,MIL,MIL @ PHI,1/27/2026,L,39,24,9,17,52.9,2,4,50,4,5,80,3,5,8,4,0,2,0,0,-4,45.6
Trendon Watford,PHI,PHI vs. MIL,1/27/2026,W,6,2,1,2,50,0,0,-,0,0,-,0,1,1,3,1,0,0,1,8,10.7
Joel Embiid,PHI,PHI vs. MIL,1/27/2026,W,29,29,11,24,45.8,1,4,25,6,6,100,6,3,9,5,1,0,2,2,6,48.3
Pete Nance,MIL,MIL @ PHI,1/27/2026,L,2,2,1,2,50,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,2
Kyle Kuzma,MIL,MIL @ PHI,1/27/2026,L,32,17,6,12,50,2,4,50,3,4,75,0,8,8,8,2,0,2,1,-5,42.6
Thanasis Antetokounmpo,MIL,MIL @ PHI,1/27/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-3,1.2
Jericho Sims,MIL,MIL @ PHI,1/27/2026,L,11,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,2,2,-11,-0.8
Paul George,PHI,PHI vs. MIL,1/27/2026,W,33,32,11,21,52.4,9,15,60,1,2,50,0,5,5,5,2,0,1,3,13,50.5
Justin Edwards,PHI,PHI vs. MIL,1/27/2026,W,24,8,3,5,60,2,4,50,0,0,-,1,2,3,1,1,0,1,2,14,15.1
Andre Jackson Jr.,MIL,MIL @ PHI,1/27/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0
Jared McCain,PHI,PHI vs. MIL,1/27/2026,W,24,17,6,8,75,5,6,83.3,0,0,-,0,1,1,3,0,0,0,2,13,22.7
Gary Harris,MIL,MIL @ PHI,1/27/2026,L,14,0,0,0,-,0,0,-,0,0,-,0,1,1,2,0,0,1,0,-9,3.2
Cole Anthony,MIL,MIL @ PHI,1/27/2026,L,14,10,3,8,37.5,1,2,50,3,4,75,0,1,1,1,0,0,2,2,-17,10.7
Adem Bona,PHI,PHI vs. MIL,1/27/2026,W,17,6,3,6,50,0,0,-,0,1,0,1,7,8,0,0,2,0,3,10,21.6
Myles Turner,MIL,MIL @ PHI,1/27/2026,L,35,31,10,16,62.5,4,8,50,7,8,87.5,1,3,4,3,1,2,2,3,-6,47.3
Tyrese Maxey,PHI,PHI vs. MIL,1/27/2026,W,36,22,9,19,47.4,2,8,25,2,2,100,1,2,3,9,0,0,1,2,5,38.1
Dominick Barlow,PHI,PHI vs. MIL,1/27/2026,W,12,4,2,3,66.7,0,0,-,0,0,-,4,0,4,2,0,0,0,1,7,11.8
Jabari Walker,PHI,PHI vs. MIL,1/27/2026,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3,0
AJ Green,MIL,MIL @ PHI,1/27/2026,L,29,8,3,6,50,2,4,50,0,0,-,0,2,2,3,0,0,0,0,-1,14.9
Gary Trent Jr.,MIL,MIL @ PHI,1/27/2026,L,21,13,4,9,44.4,4,9,44.4,1,3,33.3,0,0,0,0,0,0,0,2,-16,13
VJ Edgecombe,PHI,PHI vs. MIL,1/27/2026,W,31,12,4,7,57.1,3,3,100,1,2,50,2,6,8,7,1,2,1,3,4,40.1
Amir Coffey,MIL,MIL @ PHI,1/27/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0
Kelly Oubre Jr.,PHI,PHI vs. MIL,1/27/2026,W,23,7,3,6,50,0,2,0,1,2,50,0,4,4,0,1,1,0,3,1,17.8
Tobias Harris,DET,DET @ DEN,1/27/2026,W,31,22,10,15,66.7,0,2,0,2,2,100,1,7,8,3,2,0,0,1,6,42.1
Daniss Jenkins,DET,DET @ DEN,1/27/2026,W,19,0,0,8,0,0,2,0,0,0,-,1,0,1,3,0,0,0,1,-5,5.7
Javonte Green,DET,DET @ DEN,1/27/2026,W,19,10,3,6,50,1,3,33.3,3,3,100,3,3,6,1,0,0,1,3,-3,17.7
Cade Cunningham,DET,DET @ DEN,1/27/2026,W,36,22,9,17,52.9,1,4,25,3,4,75,0,3,3,11,0,1,0,1,1,45.1
Isaiah Stewart,DET,DET @ DEN,1/27/2026,W,20,7,3,7,42.9,0,2,0,1,1,100,2,0,2,0,0,0,0,1,-7,9.4
Zeke Nnaji,DEN,DEN vs. DET,1/27/2026,L,17,4,2,3,66.7,0,0,-,0,0,-,2,4,6,1,0,1,3,1,-4,12.7
Jamal Murray,DEN,DEN vs. DET,1/27/2026,L,39,24,7,18,38.9,0,6,0,10,15,66.7,0,5,5,10,0,1,2,2,8,46
Julian Strawther,DEN,DEN vs. DET,1/27/2026,L,12,4,1,2,50,0,0,-,2,2,100,0,2,2,0,0,0,0,0,-3,6.4
Tim Hardaway Jr.,DEN,DEN vs. DET,1/27/2026,L,32,14,5,13,38.5,4,9,44.4,0,0,-,1,3,4,3,0,0,0,1,3,23.3
Ronald Holland II,DET,DET @ DEN,1/27/2026,W,23,10,4,7,57.1,2,4,50,0,0,-,1,2,3,0,2,0,3,4,-8,16.6
Peyton Watson,DEN,DEN vs. DET,1/27/2026,L,37,13,6,20,30,1,6,16.7,0,0,-,0,3,3,3,0,3,3,3,-12,27.1
Spencer Jones,DEN,DEN vs. DET,1/27/2026,L,33,12,4,5,80,4,5,80,0,0,-,1,2,3,1,2,1,1,2,-4,25.1
Jalen Duren,DET,DET @ DEN,1/27/2026,W,30,14,6,10,60,0,0,-,2,4,50,1,7,8,0,1,0,0,3,5,26.6
Jaden Ivey,DET,DET @ DEN,1/27/2026,W,18,8,3,8,37.5,2,6,33.3,0,0,-,1,2,3,2,0,1,1,1,3,16.6
Duncan Robinson,DET,DET @ DEN,1/27/2026,W,23,2,1,9,11.1,0,8,0,0,0,-,1,2,3,3,0,0,0,1,4,10.1
Bruce Brown,DEN,DEN vs. DET,1/27/2026,L,23,16,7,10,70,0,2,0,2,2,100,2,5,7,2,1,2,1,3,7,35.4
Jonas Valančiūnas,DEN,DEN vs. DET,1/27/2026,L,31,16,6,10,60,1,1,100,3,4,75,7,9,16,1,0,1,4,2,0,35.7
Ausar Thompson,DET,DET @ DEN,1/27/2026,W,20,14,5,7,71.4,0,0,-,4,4,100,2,2,4,1,5,1,1,5,14,37.3
Yves Missi,NOP,NOP @ OKC,1/27/2026,L,21,9,4,4,100,0,0,-,1,4,25,3,3,6,2,0,4,2,2,-9,29.2
Jaylin Williams,OKC,OKC vs. NOP,1/27/2026,W,27,4,1,8,12.5,0,3,0,2,2,100,1,9,10,5,0,4,3,3,2,32.5
Jalen Pickett,DEN,DEN vs. DET,1/27/2026,L,16,4,2,3,66.7,0,0,-,0,0,-,0,3,3,1,1,0,1,2,-5,11.1
Miles McBride,NYK,NYK vs. SAC,1/27/2026,W,30,9,4,11,36.4,1,6,16.7,0,0,-,0,2,2,4,2,0,1,3,20,22.4
Mikal Bridges,NYK,NYK vs. SAC,1/27/2026,W,38,18,8,13,61.5,2,3,66.7,0,0,-,1,2,3,5,0,0,1,1,14,28.1
Ziaire Williams,BKN,BKN @ PHX,1/27/2026,L,28,11,3,9,33.3,3,7,42.9,2,2,100,0,1,1,5,1,0,1,3,15,21.7
Danny Wolf,BKN,BKN @ PHX,1/27/2026,L,14,4,2,6,33.3,0,3,0,0,0,-,1,4,5,0,0,0,2,3,-3,8
Day'Ron Sharpe,BKN,BKN @ PHX,1/27/2026,L,19,7,3,5,60,0,0,-,1,2,50,3,4,7,2,3,0,0,1,5,27.4
Ben Saraf,BKN,BKN @ PHX,1/27/2026,L,19,3,1,1,100,1,1,100,0,0,-,1,0,1,2,2,0,3,1,-3,10.2
Mark Williams,PHX,PHX vs. BKN,1/27/2026,W,30,27,13,16,81.3,0,0,-,1,1,100,3,3,6,1,1,1,0,2,7,41.7
Nigel Hayes-Davis,PHX,PHX vs. BKN,1/27/2026,W,7,1,0,1,0,0,0,-,1,2,50,0,1,1,0,0,1,0,1,9,5.2
Ryan Dunn,PHX,PHX vs. BKN,1/27/2026,W,21,9,4,6,66.7,1,2,50,0,0,-,1,1,2,2,4,0,0,1,-7,26.4
Nic Claxton,BKN,BKN @ PHX,1/27/2026,L,29,8,2,6,33.3,0,0,-,4,6,66.7,3,2,5,8,0,2,2,3,-9,30
Dillon Brooks,PHX,PHX vs. BKN,1/27/2026,W,34,26,9,15,60,2,5,40,6,6,100,0,3,3,3,1,1,3,2,4,37.1
Rasheer Fleming,PHX,PHX vs. BKN,1/27/2026,W,8,1,0,1,0,0,0,-,1,2,50,0,1,1,1,0,0,0,0,6,3.7
Terance Mann,BKN,BKN @ PHX,1/27/2026,L,30,7,3,5,60,0,2,0,1,1,100,1,2,3,2,0,0,3,4,-14,10.6
Michael Porter Jr.,BKN,BKN @ PHX,1/27/2026,L,37,36,15,24,62.5,6,10,60,0,1,0,2,3,5,3,3,0,3,3,0,52.5
Cam Thomas,BKN,BKN @ PHX,1/27/2026,L,25,11,4,10,40,0,2,0,3,5,60,0,3,3,3,0,0,2,0,0,17.1
Oso Ighodaro,PHX,PHX vs. BKN,1/27/2026,W,18,3,1,1,100,0,0,-,1,3,33.3,1,1,2,1,1,0,4,2,-6,5.9
Egor Dëmin,BKN,BKN @ PHX,1/27/2026,L,31,15,5,9,55.6,3,7,42.9,2,2,100,1,4,5,3,0,0,3,3,-2,22.5
Drake Powell,BKN,BKN @ PHX,1/27/2026,L,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-9,-1
Jamaree Bouyea,PHX,PHX vs. BKN,1/27/2026,W,24,10,5,11,45.5,0,2,0,0,0,-,0,3,3,1,1,1,2,2,9,19.1
Jordan Goodwin,PHX,PHX vs. BKN,1/27/2026,W,29,4,2,6,33.3,0,2,0,0,0,-,3,6,9,3,1,0,3,3,-7,19.3
Cody Williams,UTA,UTA vs. LAC,1/27/2026,L,25,11,4,7,57.1,1,2,50,2,2,100,2,0,2,0,2,0,2,2,-17,17.4
Kevin Love,UTA,UTA vs. LAC,1/27/2026,L,24,3,1,5,20,1,4,25,0,0,-,1,10,11,1,1,0,1,2,-20,19.7
Jordan Miller,LAC,LAC @ UTA,1/27/2026,W,25,11,2,7,28.6,0,2,0,7,10,70,1,3,4,3,1,1,0,1,6,26.3
Taylor Hendricks,UTA,UTA vs. LAC,1/27/2026,L,12,0,0,4,0,0,3,0,0,0,-,0,1,1,2,0,0,3,0,-15,1.2
Kobe Sanders,LAC,LAC @ UTA,1/27/2026,W,22,8,3,7,42.9,2,6,33.3,0,0,-,2,3,5,3,0,0,1,5,4,17.5
Kyle Anderson,UTA,UTA vs. LAC,1/27/2026,L,25,12,4,6,66.7,1,1,100,3,3,100,0,3,3,5,1,0,0,1,7,26.1
Kris Dunn,LAC,LAC @ UTA,1/27/2026,W,31,14,6,10,60,2,4,50,0,0,-,0,2,2,2,5,0,1,1,15,33.4
Ivica Zubac,LAC,LAC @ UTA,1/27/2026,W,22,9,4,6,66.7,0,0,-,1,2,50,3,4,7,3,0,0,3,1,7,18.9
Ace Bailey,UTA,UTA vs. LAC,1/27/2026,L,29,20,8,16,50,4,9,44.4,0,0,-,0,1,1,0,0,0,1,1,-12,20.2
James Harden,LAC,LAC @ UTA,1/27/2026,W,31,16,5,14,35.7,3,8,37.5,3,4,75,1,2,3,10,4,0,2,1,5,44.6
Nicolas Batum,LAC,LAC @ UTA,1/27/2026,W,21,8,3,5,60,2,4,50,0,0,-,0,2,2,0,0,0,0,2,0,10.4
Kyle Filipowski,UTA,UTA vs. LAC,1/27/2026,L,24,8,3,4,75,0,1,0,2,4,50,3,7,10,2,1,0,3,4,8,23
Isaiah Collier,UTA,UTA vs. LAC,1/27/2026,L,29,12,4,9,44.4,0,2,0,4,4,100,1,3,4,9,0,0,1,3,1,29.3
Brook Lopez,LAC,LAC @ UTA,1/27/2026,W,20,14,4,7,57.1,3,6,50,3,3,100,0,5,5,0,0,1,0,0,13,23
Cam Christie,LAC,LAC @ UTA,1/27/2026,W,6,0,0,2,0,0,1,0,0,0,-,1,0,1,1,0,0,0,0,-8,2.7
Kawhi Leonard,LAC,LAC @ UTA,1/27/2026,W,28,21,9,18,50,3,7,42.9,0,0,-,3,4,7,4,0,1,2,1,24,36.4
John Collins,LAC,LAC @ UTA,1/27/2026,W,23,11,4,9,44.4,2,5,40,1,2,50,0,2,2,1,0,0,2,5,10,12.9
Brice Sensabaugh,UTA,UTA vs. LAC,1/27/2026,L,25,13,6,11,54.5,1,3,33.3,0,1,0,0,1,1,3,1,0,0,1,13,21.7
Kobe Brown,LAC,LAC @ UTA,1/27/2026,W,6,3,1,2,50,1,2,50,0,0,-,1,0,1,0,0,0,0,0,-8,4.2
Yanic Konan Niederhäuser,LAC,LAC @ UTA,1/27/2026,W,6,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,2,-8,0
Lauri Markkanen,UTA,UTA vs. LAC,1/27/2026,L,29,19,5,15,33.3,3,6,50,6,7,85.7,2,3,5,4,0,2,2,1,-12,35
Walter Clayton Jr.,UTA,UTA vs. LAC,1/27/2026,L,19,5,2,5,40,1,2,50,0,0,-,1,1,2,2,0,1,2,2,-13,11.4
Royce O'Neale,PHX,PHX vs. BKN,1/27/2026,W,34,7,2,9,22.2,0,5,0,3,3,100,1,1,2,4,2,1,1,4,1,23.4
Grayson Allen,PHX,PHX vs. BKN,1/27/2026,W,34,18,7,11,63.6,2,4,50,2,3,66.7,1,2,3,6,1,0,2,1,4,31.6
Bronny James,LAL,LAL @ CLE,1/28/2026,L,8,8,3,3,100,2,2,100,0,0,-,0,2,2,1,1,0,0,0,-1,14.9
Dalton Knecht,LAL,LAL @ CLE,1/28/2026,L,8,5,2,3,66.7,1,2,50,0,0,-,0,1,1,0,0,0,0,0,-1,6.2
Maxi Kleber,LAL,LAL @ CLE,1/28/2026,L,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-1,3
Ben Sheppard,IND,IND vs. CHI,1/28/2026,W,6,3,1,2,50,1,1,100,0,0,-,0,1,1,1,0,0,0,1,1,5.7
Rui Hachimura,LAL,LAL @ CLE,1/28/2026,L,18,0,0,7,0,0,2,0,0,0,-,0,2,2,0,0,1,1,0,-17,4.4
Aaron Nesmith,IND,IND vs. CHI,1/28/2026,W,34,14,5,9,55.6,3,5,60,1,1,100,0,4,4,4,1,1,0,2,13,30.8
Tyrese Proctor,CLE,CLE vs. LAL,1/28/2026,W,11,8,3,5,60,2,2,100,0,0,-,0,0,0,3,1,0,0,2,-5,15.5
Nikola Vučević,CHI,CHI @ IND,1/28/2026,L,30,25,10,17,58.8,3,4,75,2,2,100,1,8,9,4,1,2,3,3,-11,47.8
Jaylon Tyson,CLE,CLE vs. LAL,1/28/2026,W,29,20,8,15,53.3,3,7,42.9,1,1,100,2,4,6,6,1,0,1,2,29,38.2
Jay Huff,IND,IND vs. CHI,1/28/2026,W,23,10,4,10,40,1,5,20,1,2,50,2,5,7,1,3,1,1,0,11,30.9
Jarrett Allen,CLE,CLE vs. LAL,1/28/2026,W,24,17,8,11,72.7,0,0,-,1,2,50,2,7,9,2,1,0,2,1,24,31.8
Marcus Smart,LAL,LAL @ CLE,1/28/2026,L,24,2,1,4,25,0,1,0,0,0,-,0,3,3,0,1,0,1,2,-18,7.6
Julian Phillips,CHI,CHI @ IND,1/28/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2,0
Isaac Okoro,CHI,CHI @ IND,1/28/2026,L,23,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,0,0,0,0,3,7,7.4
Isaiah Jackson,IND,IND vs. CHI,1/28/2026,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-3,0
Luka Dončić,LAL,LAL @ CLE,1/28/2026,L,30,29,12,20,60,3,8,37.5,2,6,33.3,0,5,5,6,0,0,2,1,-23,42
Larry Nance Jr.,CLE,CLE vs. LAL,1/28/2026,W,12,0,0,3,0,0,2,0,0,0,-,1,2,3,0,1,0,1,1,-14,5.6
Dalen Terry,CHI,CHI @ IND,1/28/2026,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0
Dean Wade,CLE,CLE vs. LAL,1/28/2026,W,18,11,4,5,80,2,3,66.7,1,2,50,0,5,5,2,1,0,0,1,17,23
Jake LaRavia,LAL,LAL @ CLE,1/28/2026,L,27,6,2,8,25,0,5,0,2,2,100,0,0,0,3,2,1,2,3,-9,17.5
Craig Porter Jr.,CLE,CLE vs. LAL,1/28/2026,W,15,7,3,5,60,1,3,33.3,0,0,-,1,0,1,3,2,0,0,1,16,18.7
Josh Giddey,CHI,CHI @ IND,1/28/2026,L,29,10,3,8,37.5,0,3,0,4,4,100,2,2,4,7,1,0,3,2,-1,25.3
Johnny Furphy,IND,IND vs. CHI,1/28/2026,W,22,2,0,4,0,0,1,0,2,2,100,1,6,7,2,1,1,0,1,2,19.4
Deandre Ayton,LAL,LAL @ CLE,1/28/2026,L,19,10,4,4,100,0,0,-,2,2,100,2,2,4,2,0,1,1,3,-20,19.8
Sam Merrill,CLE,CLE vs. LAL,1/28/2026,W,24,4,1,4,25,1,3,33.3,1,2,50,1,0,1,4,0,1,1,0,31,13.2
Andrew Nembhard,IND,IND vs. CHI,1/28/2026,W,34,18,6,14,42.9,2,7,28.6,4,4,100,0,6,6,9,1,0,1,2,10,40.7
Matas Buzelis,CHI,CHI @ IND,1/28/2026,L,32,20,7,11,63.6,4,6,66.7,2,2,100,2,6,8,0,0,1,1,1,-8,31.6
T.J. McConnell,IND,IND vs. CHI,1/28/2026,W,16,8,4,7,57.1,0,0,-,0,0,-,1,3,4,6,1,0,0,2,-7,24.8
Bennedict Mathurin,IND,IND vs. CHI,1/28/2026,W,28,15,4,10,40,3,5,60,4,4,100,1,7,8,1,0,0,2,4,-7,24.1
Pascal Siakam,IND,IND vs. CHI,1/28/2026,W,36,20,6,16,37.5,1,5,20,7,8,87.5,1,2,3,5,0,0,2,3,12,29.1
Jalen Smith,CHI,CHI @ IND,1/28/2026,L,28,13,5,9,55.6,3,4,75,0,1,0,1,10,11,3,1,0,2,3,-3,31.7
LeBron James,LAL,LAL @ CLE,1/28/2026,L,27,11,3,10,30,0,3,0,5,6,83.3,1,2,3,5,1,0,6,3,-23,19.1
Drew Timme,LAL,LAL @ CLE,1/28/2026,L,12,6,3,5,60,0,2,0,0,0,-,2,0,2,0,0,0,1,0,-8,7.4
Ayo Dosunmu,CHI,CHI @ IND,1/28/2026,L,29,19,8,15,53.3,0,3,0,3,4,75,1,3,4,4,0,0,1,2,3,28.8
Micah Potter,IND,IND vs. CHI,1/28/2026,W,17,7,2,5,40,2,4,50,1,2,50,0,3,3,1,0,0,0,1,-3,12.1
De'Andre Hunter,CLE,CLE vs. LAL,1/28/2026,W,21,19,7,15,46.7,3,8,37.5,2,2,100,1,2,3,1,1,0,0,0,7,27.1
Jaxson Hayes,LAL,LAL @ CLE,1/28/2026,L,18,7,3,4,75,0,0,-,1,2,50,1,4,5,1,0,0,0,2,-6,14.5
Gabe Vincent,LAL,LAL @ CLE,1/28/2026,L,25,11,4,6,66.7,3,5,60,0,0,-,0,3,3,1,0,0,2,1,-12,14.1
Lonzo Ball,CLE,CLE vs. LAL,1/28/2026,W,12,0,0,0,-,0,0,-,0,0,-,0,5,5,2,0,0,2,1,8,7
Coby White,CHI,CHI @ IND,1/28/2026,L,32,14,5,15,33.3,1,5,20,3,4,75,0,2,2,4,0,0,0,3,-9,22.4
Jarace Walker,IND,IND vs. CHI,1/28/2026,W,22,16,6,8,75,2,3,66.7,2,2,100,0,0,0,0,0,0,0,0,-14,16
Jarred Vanderbilt,LAL,LAL @ CLE,1/28/2026,L,16,4,2,7,28.6,0,2,0,0,0,-,2,4,6,2,1,0,0,1,-11,17.2
Thomas Bryant,CLE,CLE vs. LAL,1/28/2026,W,16,10,4,7,57.1,2,5,40,0,0,-,1,3,4,1,1,0,0,0,18,19.3
Nae'Qwan Tomlin,CLE,CLE vs. LAL,1/28/2026,W,29,8,4,6,66.7,0,2,0,0,0,-,3,1,4,3,2,1,1,2,8,25.3
Donovan Mitchell,CLE,CLE vs. LAL,1/28/2026,W,29,25,9,21,42.9,3,9,33.3,4,4,100,2,3,5,5,1,0,0,4,11,41.5
Patrick Williams,CHI,CHI @ IND,1/28/2026,L,17,0,0,2,0,0,2,0,0,0,-,1,2,3,1,0,0,1,3,2,4.1
Kevin Huerter,CHI,CHI @ IND,1/28/2026,L,17,4,2,5,40,0,0,-,0,1,0,1,3,4,4,0,0,0,2,2,14.8
Josh Minott,BOS,BOS vs. ATL,1/28/2026,L,5,5,2,3,66.7,1,2,50,0,0,-,0,1,1,0,0,0,1,0,8,5.2
OG Anunoby,NYK,NYK @ TOR,1/28/2026,W,34,26,11,18,61.1,2,6,33.3,2,3,66.7,0,3,3,5,6,2,0,3,18,61.1
Ariel Hukporti,NYK,NYK @ TOR,1/28/2026,W,8,2,0,0,-,0,0,-,2,2,100,2,3,5,0,0,0,1,2,11,7
Nickeil Alexander-Walker,ATL,ATL @ BOS,1/28/2026,W,31,21,7,15,46.7,5,12,41.7,2,2,100,0,1,1,3,3,0,2,2,15,33.7
Sandro Mamukelashvili,TOR,TOR vs. NYK,1/28/2026,L,25,9,4,8,50,1,4,25,0,0,-,0,4,4,1,1,3,3,2,-8,24.3
Jordan Clarkson,NYK,NYK @ TOR,1/28/2026,W,7,0,0,3,0,0,1,0,0,0,-,0,1,1,0,0,0,0,1,1,1.2
Garrett Temple,TOR,TOR vs. NYK,1/28/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-10,0
Josh Hart,NYK,NYK @ TOR,1/28/2026,W,35,22,7,11,63.6,4,7,57.1,4,6,66.7,1,4,5,6,2,0,2,4,10,41
Jamal Shead,TOR,TOR vs. NYK,1/28/2026,L,23,3,1,4,25,1,3,33.3,0,0,-,0,2,2,1,2,0,3,1,-8,9.9
Mikal Bridges,NYK,NYK @ TOR,1/28/2026,W,36,30,12,15,80,4,6,66.7,2,2,100,1,0,1,4,1,1,2,2,19,41.2
Jalen Johnson,ATL,ATL @ BOS,1/28/2026,W,33,19,6,16,37.5,3,5,60,4,6,66.7,2,12,14,7,0,0,3,5,23,43.3
Jamison Battle,TOR,TOR vs. NYK,1/28/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-10,0
Collin Murray-Boyles,TOR,TOR vs. NYK,1/28/2026,L,28,4,1,2,50,0,0,-,2,4,50,2,3,5,4,0,4,2,2,-9,26
Luka Garza,BOS,BOS vs. ATL,1/28/2026,L,24,11,5,10,50,0,2,0,1,1,100,5,1,6,6,0,0,4,1,3,23.2
Vít Krejčí,ATL,ATL @ BOS,1/28/2026,W,6,5,2,3,66.7,1,2,50,0,0,-,0,0,0,0,0,0,0,0,-10,5
Keaton Wallace,ATL,ATL @ BOS,1/28/2026,W,1,0,0,2,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-5,0
Tyler Kolek,NYK,NYK @ TOR,1/28/2026,W,20,5,2,4,50,1,1,100,0,0,-,0,1,1,10,0,0,3,2,23,18.2
Christian Koloko,ATL,ATL @ BOS,1/28/2026,W,13,0,0,1,0,0,0,-,0,0,-,1,1,2,1,0,0,0,3,14,3.9
Scottie Barnes,TOR,TOR vs. NYK,1/28/2026,L,32,17,6,13,46.2,1,3,33.3,4,5,80,5,5,10,5,0,1,5,1,-14,34.5
Jordan Walsh,BOS,BOS vs. ATL,1/28/2026,L,21,4,1,4,25,0,0,-,2,2,100,5,2,7,1,1,1,1,4,7,18.9
Anfernee Simons,BOS,BOS vs. ATL,1/28/2026,L,19,12,5,7,71.4,2,4,50,0,0,-,1,0,1,1,1,0,2,1,-4,15.7
Ochai Agbaji,TOR,TOR vs. NYK,1/28/2026,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-10,0
CJ McCollum,ATL,ATL @ BOS,1/28/2026,W,29,13,6,14,42.9,1,5,20,0,0,-,1,2,3,3,1,0,1,2,12,23.1
Mouhamed Gueye,ATL,ATL @ BOS,1/28/2026,W,19,5,2,3,66.7,1,2,50,0,0,-,2,2,4,2,0,0,0,2,-8,12.8
Karl-Anthony Towns,NYK,NYK @ TOR,1/28/2026,W,35,8,3,11,27.3,0,2,0,2,2,100,7,15,22,2,0,1,2,0,19,38.4
Ja'Kobe Walter,TOR,TOR vs. NYK,1/28/2026,L,20,0,0,6,0,0,4,0,0,0,-,1,0,1,1,0,0,0,2,-19,2.7
Derrick White,BOS,BOS vs. ATL,1/28/2026,L,31,11,5,13,38.5,1,5,20,0,0,-,0,4,4,3,1,1,2,0,0,24.3
Mohamed Diawara,NYK,NYK @ TOR,1/28/2026,W,7,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,8,0
Jalen Brunson,NYK,NYK @ TOR,1/28/2026,W,30,13,5,13,38.5,0,3,0,3,3,100,0,1,1,4,0,1,4,4,3,19.2
Onyeka Okongwu,ATL,ATL @ BOS,1/28/2026,W,29,17,6,12,50,2,6,33.3,3,4,75,2,4,6,3,2,1,2,2,1,35.7
